time,open,high,low,close
2025-12-15T23:00:00+09:00,4332.075,4336.835,4328.385,4329.055
2025-12-15T23:15:00+09:00,4329.09,4332.56,4321.545,4325.28
2025-12-15T23:30:00+09:00,4325.23,4335.195,4320.705,4328.355
2025-12-15T23:45:00+09:00,4328.39,4331.56,4317.515,4323.765
2025-12-16T00:00:00+09:00,4323.695,4327.33,4312.535,4322.87
2025-12-16T00:15:00+09:00,4322.875,4327.71,4311.63,4314.26
2025-12-16T00:30:00+09:00,4314.295,4324.83,4313.15,4323.75
2025-12-16T00:45:00+09:00,4323.785,4327.935,4317.065,4318.375
2025-12-16T01:00:00+09:00,4318.385,4319.02,4301.055,4303.875
2025-12-16T01:15:00+09:00,4302.445,4305.875,4293.135,4296.25
2025-12-16T01:30:00+09:00,4296.245,4299.99,4285.515,4296.695
2025-12-16T01:45:00+09:00,4296.725,4299.95,4292.655,4297.815
2025-12-16T02:00:00+09:00,4297.795,4300.305,4291.08,4297.165
2025-12-16T02:15:00+09:00,4297.17,4303.87,4293.385,4302.15
2025-12-16T02:30:00+09:00,4302.195,4305.425,4300.515,4304.285
2025-12-16T02:45:00+09:00,4304.25,4306.825,4302.04,4304.425
2025-12-16T03:00:00+09:00,4304.53,4305.34,4301.415,4302.9
2025-12-16T03:15:00+09:00,4302.93,4306.735,4300.06,4305.87
2025-12-16T03:30:00+09:00,4305.835,4310.245,4302.785,4309.855
2025-12-16T03:45:00+09:00,4309.895,4313.61,4307.92,4313.085
2025-12-16T04:00:00+09:00,4313.085,4317.81,4312.07,4312.64
2025-12-16T04:15:00+09:00,4312.555,4314.55,4309.135,4309.315
2025-12-16T04:30:00+09:00,4309.155,4312.325,4307.92,4311.325
2025-12-16T04:45:00+09:00,4311.3,4314.59,4310.12,4314.285
2025-12-16T05:00:00+09:00,4314.21,4314.385,4311.475,4311.585
2025-12-16T05:15:00+09:00,4311.695,4311.695,4299.725,4305.305
2025-12-16T05:30:00+09:00,4305.31,4307.855,4300.665,4305.98
2025-12-16T05:45:00+09:00,4305.965,4307.835,4304.215,4304.625
2025-12-16T06:00:00+09:00,4304.63,4305.755,4300.825,4304.56
2025-12-16T06:15:00+09:00,4304.6,4305.19,4302.855,4303.64
2025-12-16T06:30:00+09:00,4303.635,4304.585,4301.265,4302.125
2025-12-16T06:45:00+09:00,4302.135,4305.84,4302.09,4304.91
2025-12-16T08:00:00+09:00,4307.67,4308.2,4305.265,4306.065
2025-12-16T08:15:00+09:00,4306.095,4309.77,4306.045,4307.595
2025-12-16T08:30:00+09:00,4307.75,4308.56,4305.97,4306.9
2025-12-16T08:45:00+09:00,4306.84,4308.235,4303.565,4304.445
2025-12-16T09:00:00+09:00,4304.435,4309.19,4303.04,4307.4
2025-12-16T09:15:00+09:00,4307.41,4310.395,4304.55,4309.73
2025-12-16T09:30:00+09:00,4309.9,4313.515,4307.905,4311.94
2025-12-16T09:45:00+09:00,4311.89,4312.175,4305.94,4308.045
2025-12-16T10:00:00+09:00,4308.055,4308.69,4299.355,4304.07
2025-12-16T10:15:00+09:00,4303.98,4312.205,4303.935,4311.62
2025-12-16T10:30:00+09:00,4311.68,4318.035,4311.32,4314.745
2025-12-16T10:45:00+09:00,4314.63,4316.205,4304.635,4308.79
2025-12-16T11:00:00+09:00,4308.68,4312.07,4305.65,4310.795
2025-12-16T11:15:00+09:00,4310.845,4312.3,4307.64,4310.975
2025-12-16T11:30:00+09:00,4311.035,4312.18,4305.755,4309.51
2025-12-16T11:45:00+09:00,4309.505,4309.88,4286.605,4289.71
2025-12-16T12:00:00+09:00,4289.745,4294.675,4280.975,4282.61
2025-12-16T12:15:00+09:00,4282.66,4288.46,4280.62,4287.865
2025-12-16T12:30:00+09:00,4287.91,4289.185,4283.06,4285.255
2025-12-16T12:45:00+09:00,4285.21,4291.73,4282.95,4291.005
2025-12-16T13:00:00+09:00,4290.98,4292.385,4286.825,4287.99
2025-12-16T13:15:00+09:00,4287.935,4290.845,4286.85,4288.36
2025-12-16T13:30:00+09:00,4288.415,4291.9,4288.345,4289.7
2025-12-16T13:45:00+09:00,4289.65,4290.75,4287.655,4289.22
2025-12-16T14:00:00+09:00,4289.225,4292.405,4285.815,4286.345
2025-12-16T14:15:00+09:00,4286.395,4286.57,4279.9,4280.825
2025-12-16T14:30:00+09:00,4280.745,4281.2,4271.575,4279.635
2025-12-16T14:45:00+09:00,4279.64,4287.825,4279.5,4284.185
2025-12-16T15:00:00+09:00,4284.22,4288.605,4282.595,4286.645
2025-12-16T15:15:00+09:00,4286.57,4290.085,4285.22,4287.015
2025-12-16T15:30:00+09:00,4286.965,4292.325,4286.09,4291.33
2025-12-16T15:45:00+09:00,4291.375,4292.345,4287.505,4289.41
2025-12-16T16:00:00+09:00,4289.44,4290.13,4285.05,4286.215
2025-12-16T16:15:00+09:00,4286.265,4286.74,4279.63,4281.2
2025-12-16T16:30:00+09:00,4281.16,4288.52,4280.06,4284.175
2025-12-16T16:45:00+09:00,4284.155,4288.375,4283.315,4287.655
2025-12-16T17:00:00+09:00,4287.635,4289.445,4280.43,4281.575
2025-12-16T17:15:00+09:00,4281.705,4281.705,4275.64,4279.115
2025-12-16T17:30:00+09:00,4278.805,4283.465,4275.275,4283.275
2025-12-16T17:45:00+09:00,4283.075,4286.98,4282.845,4284.705
2025-12-16T18:00:00+09:00,4284.685,4285.93,4281.245,4285.025
2025-12-16T18:15:00+09:00,4285,4285,4281.565,4281.875
2025-12-16T18:30:00+09:00,4281.865,4283.88,4279.845,4282.825
2025-12-16T18:45:00+09:00,4282.765,4282.765,4276.575,4280.495
2025-12-16T19:00:00+09:00,4280.545,4284.44,4276.865,4277.995
2025-12-16T19:15:00+09:00,4277.935,4282.05,4276.8,4277.73
2025-12-16T19:30:00+09:00,4277.72,4279.25,4274.7,4279.155
2025-12-16T19:45:00+09:00,4279.165,4281.66,4275.58,4277.45
2025-12-16T20:00:00+09:00,4277.4,4278.665,4274.23,4276.21
2025-12-16T20:15:00+09:00,4276.2,4278.08,4273.885,4277.675
2025-12-16T20:30:00+09:00,4277.705,4279.765,4275.595,4276.51
2025-12-16T20:45:00+09:00,4276.405,4279.11,4276.255,4278.69
2025-12-16T21:00:00+09:00,4278.635,4288.845,4276.94,4287.865
2025-12-16T21:15:00+09:00,4287.915,4292.97,4287.8,4291.625
2025-12-16T21:30:00+09:00,4291.665,4293.715,4287.8,4293.475
2025-12-16T21:45:00+09:00,4293.5,4294.995,4292.145,4294.535
2025-12-16T22:00:00+09:00,4294.565,4297.805,4291,4296.01
2025-12-16T22:15:00+09:00,4296.02,4302.04,4293.555,4301.415
2025-12-16T22:30:00+09:00,4301.565,4312.695,4301.445,4304.34
2025-12-16T22:45:00+09:00,4304.365,4313.27,4299.94,4313.015
2025-12-16T23:00:00+09:00,4313.04,4320.51,4311.43,4319.5
2025-12-16T23:15:00+09:00,4319.48,4330.575,4318.19,4325.665
2025-12-16T23:30:00+09:00,4325.675,4331.955,4321.91,4326.385
2025-12-16T23:45:00+09:00,4327.085,4332.205,4323.12,4324.48
2025-12-17T00:00:00+09:00,4324.445,4335.185,4320.805,4324.015
2025-12-17T00:15:00+09:00,4324.095,4326.05,4312.56,4321.23
2025-12-17T00:30:00+09:00,4321.225,4330.155,4319.84,4322.015
2025-12-17T00:45:00+09:00,4322.06,4329.61,4319.3,4319.865
2025-12-17T01:00:00+09:00,4319.805,4323.39,4312.91,4315.6
2025-12-17T01:15:00+09:00,4315.545,4315.545,4303.795,4307.785
2025-12-17T01:30:00+09:00,4307.77,4307.785,4291.41,4294.895
2025-12-17T01:45:00+09:00,4294.83,4303.115,4293.63,4300.675
2025-12-17T02:00:00+09:00,4300.66,4311.07,4300.645,4304.485
2025-12-17T02:15:00+09:00,4304.515,4306.505,4300.355,4303.065
2025-12-17T02:30:00+09:00,4303.11,4308.975,4302.415,4306.105
2025-12-17T02:45:00+09:00,4306.175,4306.565,4300.56,4303.725
2025-12-17T03:00:00+09:00,4303.83,4306.025,4299.655,4303.165
2025-12-17T03:15:00+09:00,4303.16,4304.185,4298.285,4301.96
2025-12-17T03:30:00+09:00,4301.74,4310.855,4301.33,4308.775
2025-12-17T03:45:00+09:00,4308.83,4313.475,4308.085,4311.37
2025-12-17T04:00:00+09:00,4311.44,4311.755,4303.91,4305.875
2025-12-17T04:15:00+09:00,4305.785,4310,4296.81,4305.64
2025-12-17T04:30:00+09:00,4305.665,4310.065,4304.705,4309.615
2025-12-17T04:45:00+09:00,4309.65,4315.92,4309.145,4310.655
2025-12-17T05:00:00+09:00,4310.65,4314.475,4310.185,4312.07
2025-12-17T05:15:00+09:00,4312.105,4312.105,4308,4310.865
2025-12-17T05:30:00+09:00,4310.87,4311.755,4307.82,4309.17
2025-12-17T05:45:00+09:00,4309.245,4312.2,4302.66,4304.615
2025-12-17T06:00:00+09:00,4304.645,4305.53,4300.875,4302.32
2025-12-17T06:15:00+09:00,4302.38,4302.795,4300.61,4302.245
2025-12-17T06:30:00+09:00,4302.25,4304.945,4301.115,4302.91
2025-12-17T06:45:00+09:00,4302.81,4304.06,4301.775,4302.225
2025-12-17T08:00:00+09:00,4303.6,4304.845,4302.405,4304.645
2025-12-17T08:15:00+09:00,4304.555,4307.275,4304.36,4306.81
2025-12-17T08:30:00+09:00,4306.765,4308.74,4305.62,4307.73
2025-12-17T08:45:00+09:00,4307.655,4309.215,4307.15,4308.11
2025-12-17T09:00:00+09:00,4308.1,4313.175,4307.6,4312.415
2025-12-17T09:15:00+09:00,4312.48,4315.435,4311.785,4313.385
2025-12-17T09:30:00+09:00,4313.385,4314.595,4311.285,4312.63
2025-12-17T09:45:00+09:00,4312.605,4314.52,4311.79,4313.195
2025-12-17T10:00:00+09:00,4313.205,4320.265,4311.445,4317.865
2025-12-17T10:15:00+09:00,4317.85,4319.55,4313.18,4317.065
2025-12-17T10:30:00+09:00,4317.125,4325.535,4316.17,4323.235
2025-12-17T10:45:00+09:00,4323.09,4326.78,4321.97,4326.635
2025-12-17T11:00:00+09:00,4326.69,4327.835,4318.31,4320.305
2025-12-17T11:15:00+09:00,4320.29,4323.69,4319.505,4320.57
2025-12-17T11:30:00+09:00,4320.555,4323.045,4314.045,4316.54
2025-12-17T11:45:00+09:00,4316.555,4316.9,4311.145,4314.365
2025-12-17T12:00:00+09:00,4314.38,4320.265,4312.64,4315.5
2025-12-17T12:15:00+09:00,4315.44,4319.585,4314.555,4318.78
2025-12-17T12:30:00+09:00,4318.61,4323.78,4318.375,4321.6
2025-12-17T12:45:00+09:00,4321.56,4325.215,4321.32,4323.84
2025-12-17T13:00:00+09:00,4323.955,4326.015,4321.28,4324.46
2025-12-17T13:15:00+09:00,4324.505,4325.08,4322.19,4322.74
2025-12-17T13:30:00+09:00,4322.735,4330.03,4320.56,4329.625
2025-12-17T13:45:00+09:00,4329.64,4331.65,4328.495,4329.8
2025-12-17T14:00:00+09:00,4329.785,4334.535,4328.095,4332.405
2025-12-17T14:15:00+09:00,4332.39,4337.975,4330.53,4331.055
2025-12-17T14:30:00+09:00,4331.05,4340.28,4331.05,4338.33
2025-12-17T14:45:00+09:00,4338.39,4342.58,4333.61,4333.9
2025-12-17T15:00:00+09:00,4333.88,4337.64,4331.605,4336.675
2025-12-17T15:15:00+09:00,4336.67,4336.955,4330.58,4332.435
2025-12-17T15:30:00+09:00,4332.43,4333.145,4327.08,4329.28
2025-12-17T15:45:00+09:00,4329.09,4330.73,4324.7,4328.72
2025-12-17T16:00:00+09:00,4328.685,4328.685,4322.49,4325.115
2025-12-17T16:15:00+09:00,4325.345,4325.73,4319.505,4323.035
2025-12-17T16:30:00+09:00,4323.095,4324.625,4316.24,4316.255
2025-12-17T16:45:00+09:00,4316.2,4319.225,4315.68,4317.835
2025-12-17T17:00:00+09:00,4317.785,4320.845,4308.44,4313.77
2025-12-17T17:15:00+09:00,4313.84,4317.93,4312.555,4316.285
2025-12-17T17:30:00+09:00,4316.225,4319.885,4314.79,4315.32
2025-12-17T17:45:00+09:00,4315.3,4320.915,4313.22,4319.385
2025-12-17T18:00:00+09:00,4319.3,4323.45,4317.87,4321.145
2025-12-17T18:15:00+09:00,4321.055,4322.725,4317.12,4322.41
2025-12-17T18:30:00+09:00,4322.375,4322.375,4318.865,4319.02
2025-12-17T18:45:00+09:00,4319.035,4322.175,4315.88,4317.015
2025-12-17T19:00:00+09:00,4316.895,4319.695,4316.255,4319.68
2025-12-17T19:15:00+09:00,4319.675,4322.315,4318.165,4319.905
2025-12-17T19:30:00+09:00,4319.865,4320.16,4306.515,4315.26
2025-12-17T19:45:00+09:00,4315.245,4318.13,4313.46,4317.805
2025-12-17T20:00:00+09:00,4317.875,4319.72,4316.75,4317.825
2025-12-17T20:15:00+09:00,4317.875,4320.465,4315.82,4318.2
2025-12-17T20:30:00+09:00,4318.16,4318.995,4315.06,4316.455
2025-12-17T20:45:00+09:00,4316.43,4318.885,4315.465,4316.345
2025-12-17T21:00:00+09:00,4316.33,4318.395,4314.99,4316.595
2025-12-17T21:15:00+09:00,4316.61,4323.24,4316.075,4321.29
2025-12-17T21:30:00+09:00,4321.345,4322.3,4316.36,4317.47
2025-12-17T21:45:00+09:00,4317.465,4318.35,4315.815,4317.57
2025-12-17T22:00:00+09:00,4317.615,4328.175,4315.085,4323.29
2025-12-17T22:15:00+09:00,4323.2,4331.755,4323.045,4328.09
2025-12-17T22:30:00+09:00,4328.105,4339.5,4328.105,4338.42
2025-12-17T22:45:00+09:00,4338.445,4344.26,4333.16,4342.145
2025-12-17T23:00:00+09:00,4342.125,4346.09,4327.11,4327.695
2025-12-17T23:15:00+09:00,4327.53,4331.4,4323.14,4329.07
2025-12-17T23:30:00+09:00,4329.09,4338.705,4325.72,4338.425
2025-12-17T23:45:00+09:00,4338.395,4342.705,4334.68,4338.245
2025-12-18T00:00:00+09:00,4338.22,4345.315,4334.98,4343.04
2025-12-18T00:15:00+09:00,4343.03,4344.915,4333.075,4343.68
2025-12-18T00:30:00+09:00,4343.685,4349.28,4328.44,4332.255
2025-12-18T00:45:00+09:00,4332.15,4336.725,4324.34,4330.485
2025-12-18T01:00:00+09:00,4330.575,4334.945,4324.58,4327.59
2025-12-18T01:15:00+09:00,4327.435,4332.06,4320.325,4326.855
2025-12-18T01:30:00+09:00,4326.89,4334.335,4323.845,4333.625
2025-12-18T01:45:00+09:00,4333.605,4337.66,4330.865,4333.68
2025-12-18T02:00:00+09:00,4333.675,4335.445,4328.77,4332.775
2025-12-18T02:15:00+09:00,4332.69,4340.04,4330.27,4337.16
2025-12-18T02:30:00+09:00,4337.21,4341.685,4336.26,4338.88
2025-12-18T02:45:00+09:00,4338.99,4342.595,4335.74,4342.58
2025-12-18T03:00:00+09:00,4342.585,4346.61,4342.575,4343.21
2025-12-18T03:15:00+09:00,4343.235,4343.34,4338.37,4341.695
2025-12-18T03:30:00+09:00,4341.645,4344.005,4330.305,4332.355
2025-12-18T03:45:00+09:00,4332.37,4336.39,4328.82,4336.25
2025-12-18T04:00:00+09:00,4336.13,4338.08,4333.355,4337.13
2025-12-18T04:15:00+09:00,4337.125,4340.715,4335.93,4339.88
2025-12-18T04:30:00+09:00,4339.83,4341.2,4334.47,4335.305
2025-12-18T04:45:00+09:00,4335.365,4337.425,4330.45,4337.265
2025-12-18T05:00:00+09:00,4337.28,4339.825,4335.425,4339.365
2025-12-18T05:15:00+09:00,4339.34,4342.66,4339.22,4341.41
2025-12-18T05:30:00+09:00,4341.415,4342.885,4338.585,4341.97
2025-12-18T05:45:00+09:00,4341.965,4346.145,4339.655,4341.49
2025-12-18T06:00:00+09:00,4341.545,4345.855,4340.57,4343.77
2025-12-18T06:15:00+09:00,4343.73,4346.41,4343.35,4344.115
2025-12-18T06:30:00+09:00,4344.115,4344.695,4339.785,4339.855
2025-12-18T06:45:00+09:00,4339.84,4341.99,4337.5,4337.83
2025-12-18T08:00:00+09:00,4338.89,4339.49,4335.535,4336.025
2025-12-18T08:15:00+09:00,4336.085,4339.415,4335.675,4338.025
2025-12-18T08:30:00+09:00,4338.07,4340.385,4337.165,4338.92
2025-12-18T08:45:00+09:00,4338.985,4343.095,4338.625,4339.055
2025-12-18T09:00:00+09:00,4338.985,4341.08,4336.725,4338.415
2025-12-18T09:15:00+09:00,4338.455,4343.03,4337.26,4337.735
2025-12-18T09:30:00+09:00,4337.75,4340.61,4336.76,4336.8
2025-12-18T09:45:00+09:00,4336.825,4337.325,4333.34,4334.985
2025-12-18T10:00:00+09:00,4335.06,4337.245,4328.49,4329.93
2025-12-18T10:15:00+09:00,4329.98,4331.955,4324.76,4324.825
2025-12-18T10:30:00+09:00,4324.82,4328.5,4324.02,4326.77
2025-12-18T10:45:00+09:00,4326.83,4332.04,4324.775,4331.745
2025-12-18T11:00:00+09:00,4331.78,4335.395,4330.285,4331.045
2025-12-18T11:15:00+09:00,4331.095,4336.53,4330.01,4334.61
2025-12-18T11:30:00+09:00,4334.7,4337.985,4334.155,4334.225
2025-12-18T11:45:00+09:00,4334.215,4334.47,4330.92,4333.365
2025-12-18T12:00:00+09:00,4333.345,4336.11,4331.05,4335.96
2025-12-18T12:15:00+09:00,4335.955,4336.94,4332.045,4333.295
2025-12-18T12:30:00+09:00,4333.215,4335.545,4332.275,4332.295
2025-12-18T12:45:00+09:00,4332.26,4333.765,4331.2,4333.34
2025-12-18T13:00:00+09:00,4333.28,4333.59,4329.62,4330.565
2025-12-18T13:15:00+09:00,4330.605,4332.335,4329.195,4330.615
2025-12-18T13:30:00+09:00,4330.42,4331.93,4328.69,4329.725
2025-12-18T13:45:00+09:00,4329.68,4332.585,4329.54,4331.845
2025-12-18T14:00:00+09:00,4331.69,4337.225,4331.065,4337.14
2025-12-18T14:15:00+09:00,4337.18,4337.465,4334.97,4335.855
2025-12-18T14:30:00+09:00,4335.78,4337.265,4332.775,4336.81
2025-12-18T14:45:00+09:00,4336.825,4336.925,4332.26,4333.32
2025-12-18T15:00:00+09:00,4333.27,4335.67,4330.68,4334.605
2025-12-18T15:15:00+09:00,4334.58,4335.585,4331.925,4333.7
2025-12-18T15:30:00+09:00,4333.75,4336.185,4333.28,4333.675
2025-12-18T15:45:00+09:00,4333.765,4335.005,4331.98,4334.01
2025-12-18T16:00:00+09:00,4334.04,4334.99,4330.075,4330.875
2025-12-18T16:15:00+09:00,4330.91,4335.225,4330.46,4334.99
2025-12-18T16:30:00+09:00,4334.99,4337.785,4332.935,4333.505
2025-12-18T16:45:00+09:00,4333.615,4334.23,4331.475,4331.495
2025-12-18T17:00:00+09:00,4331.375,4332.59,4324.96,4328.57
2025-12-18T17:15:00+09:00,4328.565,4329.85,4325.96,4327.185
2025-12-18T17:30:00+09:00,4327.215,4329.075,4325.24,4328.6
2025-12-18T17:45:00+09:00,4328.63,4328.94,4321.805,4326.645
2025-12-18T18:00:00+09:00,4326.48,4328.63,4324.755,4326.315
2025-12-18T18:15:00+09:00,4326.35,4328.225,4323.67,4324.815
2025-12-18T18:30:00+09:00,4324.81,4327.035,4321.06,4324.56
2025-12-18T18:45:00+09:00,4324.535,4324.63,4320.655,4323.64
2025-12-18T19:00:00+09:00,4323.615,4326.055,4323.075,4324.86
2025-12-18T19:15:00+09:00,4324.915,4325.685,4323.26,4323.885
2025-12-18T19:30:00+09:00,4323.855,4327.56,4322.02,4326.98
2025-12-18T19:45:00+09:00,4326.995,4327.615,4324.185,4325.54
2025-12-18T20:00:00+09:00,4325.52,4328.825,4324.47,4327.27
2025-12-18T20:15:00+09:00,4327.28,4328.48,4325.49,4325.835
2025-12-18T20:30:00+09:00,4325.76,4327.23,4325.37,4326.645
2025-12-18T20:45:00+09:00,4326.615,4326.92,4324.76,4325.735
2025-12-18T21:00:00+09:00,4325.685,4326.715,4321.68,4324.11
2025-12-18T21:15:00+09:00,4324.045,4324.475,4317.285,4319.515
2025-12-18T21:30:00+09:00,4319.51,4323.635,4318.655,4322.755
2025-12-18T21:45:00+09:00,4322.76,4322.87,4320.32,4320.94
2025-12-18T22:00:00+09:00,4320.925,4324.3,4314.68,4316.555
2025-12-18T22:15:00+09:00,4316.475,4324.095,4315.935,4321.61
2025-12-18T22:30:00+09:00,4321.585,4338.595,4321.36,4336.575
2025-12-18T22:45:00+09:00,4336.655,4343.185,4335.155,4336.65
